시도,시군구,2020_사고[건],2020_사망[명],2020_부상[명],2021_사고[건],2021_사망[명],2021_부상[명],2022_사고[건],2022_사망[명],2022_부상[명],2023_사고[건],2023_사망[명],2023_부상[명],2024_사고[건],2024_사망[명],2024_부상[명]
합계,북구,112,3,178,108,2,157,95,1,154,83.0,0.0,130.0,69,0,109
합계,수성구,133,2,218,113,0,186,110,4,185,113.0,1.0,171.0,80,2,141
합계,달서구,186,2,335,167,0,256,160,2,259,133.0,0.0,193.0,98,1,145
합계,달성군,72,4,103,61,2,96,63,1,95,51.0,2.0,75.0,40,0,57
합계,군위군,-,-,-,-,-,-,-,-,-,2.0,0.0,5.0,6,0,10
합계,중구,49,1,83,46,0,76,58,2,88,42.0,0.0,57.0,46,1,68
합계,동구,12,2,20,7,0,11,10,0,23,6.0,0.0,10.0,7,0,10
합계,미추홀구,124,1,216,116,2,205,147,1,251,114.0,1.0,196.0,106,1,162
합계,부평구,146,0,240,136,1,216,115,0,175,103.0,1.0,159.0,99,0,157
합계,남동구,197,0,349,176,3,274,181,3,306,141.0,1.0,235.0,120,0,180
합계,서구,151,2,252,143,1,215,161,3,250,136.0,2.0,256.0,107,2,150
합계,연수구,93,1,145,51,0,84,78,0,126,65.0,0.0,107.0,55,0,88
합계,계양구,77,0,128,65,1,110,74,0,135,55.0,0.0,91.0,56,0,88
합계,강화군,21,0,34,18,0,23,22,2,32,13.0,0.0,20.0,15,0,28
합계,옹진군,9,1,9,13,1,21,5,1,6,2.0,0.0,2.0,2,1,1
합계,동구,32,0,56,38,0,67,23,1,34,21.0,0.0,33.0,17,0,29
합계,서구,160,1,279,128,0,190,124,2,206,107.0,0.0,183.0,91,1,148
합계,북구,164,7,297,158,0,286,132,1,220,104.0,2.0,165.0,92,0,146
합계,광산구,194,0,346,177,3,306,135,3,232,109.0,2.0,178.0,83,1,132
합계,남구,59,1,105,36,0,60,33,1,47,38.0,0.0,62.0,34,1,51
합계,동구,70,1,117,56,0,89,51,0,88,40.0,1.0,71.0,38,0,61
합계,중구,93,0,138,64,0,97,56,1,91,42.0,0.0,74.0,47,0,71
합계,서구,189,4,326,126,1,210,159,1,267,129.0,2.0,210.0,115,2,199
합계,유성구,117,1,205,123,2,198,113,0,175,88.0,2.0,138.0,78,1,126
합계,대덕구,50,1,85,51,1,74,44,1,70,44.0,0.0,62.0,38,0,100
합계,중구,63,2,97,54,1,76,48,0,82,38.0,0.0,58.0,55,0,85
합계,남구,145,0,247,109,2,150,92,0,140,80.0,2.0,116.0,90,2,122
합계,동구,64,2,81,41,0,70,40,1,53,22.0,0.0,35.0,16,0,18
합계,북구,89,1,148,86,3,122,75,3,140,45.0,1.0,72.0,58,2,93
합계,울주군,72,0,119,58,2,81,61,1,100,55.0,1.0,79.0,36,0,50
합계,세종시,72,0,111,72,1,106,76,3,119,80.0,2.0,114.0,64,0,119
합계,수원시,361,5,596,345,3,588,382,3,623,330.0,1.0,476.0,287,2,445
합계,성남시,310,2,483,236,2,393,258,4,391,258.0,4.0,438.0,196,1,315
합계,의정부시,139,4,262,121,1,194,129,0,228,111.0,0.0,194.0,110,1,168
합계,안양시,142,1,256,113,5,159,130,3,229,100.0,0.0,161.0,79,2,118
합계,부천시,231,2,383,167,1,296,205,1,323,186.0,1.0,282.0,153,1,252
합계,안산시,325,6,492,253,1,406,251,1,414,215.0,3.0,365.0,167,1,276
합계,평택시,317,1,531,313,1,516,292,5,502,228.0,5.0,344.0,239,1,356
합계,광명시,61,0,106,54,0,86,58,3,83,51.0,1.0,78.0,47,0,79
합계,구리시,54,0,98,57,1,94,49,0,86,39.0,1.0,50.0,48,0,82
합계,양주시,78,2,120,56,0,88,85,0,129,70.0,0.0,97.0,75,2,110
합계,여주시,52,2,94,41,1,73,42,1,62,42.0,1.0,62.0,28,0,53
합계,화성시,305,6,474,247,2,393,276,3,422,301.0,3.0,477.0,241,1,370
합계,시흥시,197,3,324,175,1,301,228,1,353,168.0,0.0,306.0,142,0,240
합계,파주시,131,2,201,154,2,257,158,2,261,122.0,0.0,194.0,93,2,131
합계,고양시,318,5,516,279,5,467,314,3,508,277.0,5.0,459.0,219,3,367
합계,광주시,172,1,258,180,1,310,156,0,247,145.0,2.0,237.0,135,3,203
합계,연천군,10,2,10,16,0,31,21,0,37,11.0,0.0,18.0,9,0,18
합계,포천시,76,9,123,80,1,135,74,4,118,49.0,1.0,76.0,49,2,71
합계,가평군,30,0,42,24,1,45,25,0,43,21.0,0.0,36.0,18,1,35
합계,양평군,34,1,70,43,0,68,43,0,69,28.0,0.0,53.0,26,0,47
합계,이천시,91,3,178,103,1,162,93,1,159,83.0,2.0,142.0,61,2,88
합계,용인시,288,1,510,284,2,464,282,2,438,260.0,2.0,406.0,196,1,325
합계,안성시,92,3,129,74,0,139,63,0,117,93.0,0.0,171.0,55,0,72
합계,김포시,156,8,249,120,3,184,160,0,274,126.0,0.0,225.0,90,0,140
합계,동두천시,38,0,58,34,0,54,24,0,42,23.0,0.0,30.0,13,0,18
합계,과천시,12,0,15,15,0,22,16,1,33,12.0,1.0,21.0,10,0,11
합계,군포시,54,0,88,50,2,84,47,1,81,40.0,1.0,63.0,33,0,47
합계,남양주시,215,4,353,181,1,290,143,3,226,131.0,0.0,215.0,133,0,228
합계,오산시,89,0,139,89,0,138,84,1,128,79.0,1.0,120.0,64,2,85
합계,의왕시,48,0,78,36,0,49,50,0,105,27.0,0.0,38.0,31,0,57
합계,하남시,69,0,123,63,0,94,67,1,104,62.0,1.0,106.0,51,3,72
합계,춘천시,105,2,182,94,3,156,95,0,154,74.0,1.0,117.0,57,0,83
합계,원주시,145,0,250,142,1,208,137,2,247,97.0,1.0,169.0,85,1,143
합계,동해시,24,0,41,19,1,34,13,0,19,23.0,0.0,42.0,13,0,24
합계,강릉시,95,3,160,63,2,97,70,0,110,59.0,3.0,88.0,47,2,69
합계,속초시,52,0,87,28,0,59,35,1,64,27.0,0.0,50.0,16,0,22
합계,태백시,17,0,31,10,0,15,5,0,6,2.0,0.0,2.0,11,0,12
합계,삼척시,20,0,31,17,0,32,11,0,12,15.0,1.0,22.0,9,0,15
합계,홍천군,23,2,35,27,2,41,17,0,26,20.0,0.0,28.0,6,0,8
합계,횡성군,22,2,35,13,0,21,5,0,6,9.0,0.0,10.0,6,0,9
합계,영월군,14,0,18,9,2,16,6,1,8,6.0,1.0,9.0,11,2,17
합계,평창군,16,1,25,20,1,28,19,3,23,13.0,5.0,18.0,6,1,5
합계,정선군,6,0,9,8,0,9,7,0,12,9.0,1.0,12.0,5,0,5
합계,철원군,24,0,39,17,0,22,8,0,14,5.0,0.0,7.0,9,1,12
합계,화천군,6,1,11,4,0,9,5,3,6,5.0,0.0,10.0,2,0,2
합계,양구군,12,0,46,5,0,10,9,0,10,11.0,1.0,14.0,4,0,5
합계,인제군,7,0,9,13,0,19,9,0,14,11.0,1.0,23.0,6,0,11
합계,고성군,16,0,22,9,1,14,13,0,28,2.0,0.0,2.0,7,0,14
합계,양양군,15,0,21,23,0,37,16,0,30,17.0,0.0,23.0,11,2,17
합계,청주시,383,5,629,325,1,510,318,4,528,305.0,2.0,477.0,259,1,386
합계,충주시,92,1,140,90,1,154,69,2,101,75.0,2.0,121.0,58,1,75
합계,제천시,73,1,117,46,0,76,49,1,83,42.0,0.0,59.0,39,0,56
합계,보은군,4,0,6,10,0,15,14,0,21,12.0,0.0,15.0,15,1,18
합계,옥천군,13,0,18,7,0,9,10,0,18,15.0,0.0,24.0,5,0,7
합계,영동군,7,1,6,7,0,9,14,0,17,6.0,0.0,9.0,10,1,17
합계,진천군,49,1,72,37,0,54,40,0,62,40.0,0.0,55.0,29,0,38
합계,괴산군,14,0,23,16,1,26,13,0,16,8.0,0.0,11.0,13,0,25
합계,음성군,78,0,116,66,2,103,52,2,84,43.0,1.0,57.0,40,1,58
합계,단양군,10,0,15,16,0,28,8,0,10,5.0,0.0,14.0,4,1,5
합계,증평군,11,0,21,26,0,41,12,0,20,16.0,0.0,25.0,6,0,11
합계,천안시,351,2,595,319,3,499,298,3,489,275.0,0.0,423.0,246,4,373
합계,아산시,157,0,265,134,0,222,135,3,211,145.0,1.0,254.0,115,1,174
합계,보령시,57,1,105,39,1,52,28,0,49,44.0,1.0,68.0,26,0,36
합계,공주시,69,1,101,49,0,74,51,0,75,34.0,0.0,48.0,26,1,51
합계,서산시,121,6,187,82,4,118,69,1,122,80.0,5.0,127.0,65,2,99
합계,금산군,13,1,17,10,0,18,9,0,11,15.0,1.0,17.0,10,0,13
합계,태안군,30,2,62,32,0,46,28,1,46,20.0,0.0,32.0,17,0,24
합계,논산시,48,2,73,39,1,68,44,2,73,34.0,0.0,63.0,40,0,58
합계,부여군,16,0,26,13,1,17,25,1,41,24.0,0.0,38.0,13,0,19
합계,서천군,30,2,42,17,2,18,23,1,38,14.0,0.0,26.0,16,0,20
합계,청양군,16,0,24,15,0,24,14,0,21,19.0,2.0,21.0,7,0,9
합계,홍성군,48,0,82,27,1,42,40,0,63,22.0,2.0,35.0,17,0,22
합계,예산군,44,1,68,39,1,59,40,0,64,30.0,0.0,46.0,25,1,37
합계,당진시,103,4,176,93,1,151,83,1,123,66.0,0.0,109.0,67,1,110
합계,계룡시,5,0,9,7,0,10,10,0,13,1.0,0.0,1.0,8,0,18
합계,전주시,241,10,404,204,4,318,191,5,305,157.0,3.0,267.0,145,4,255
합계,군산시,86,0,172,85,0,134,71,1,111,76.0,0.0,129.0,55,3,87
합계,정읍시,39,0,65,33,0,49,35,0,64,22.0,3.0,50.0,15,0,29
합계,남원시,22,0,29,9,3,10,14,1,24,17.0,0.0,24.0,6,0,8
합계,김제시,33,2,64,22,1,36,20,2,37,19.0,0.0,31.0,16,0,27
합계,완주군,35,0,53,26,0,48,29,2,46,25.0,3.0,49.0,22,1,32
합계,진안군,7,0,7,5,0,9,7,0,11,11.0,0.0,17.0,10,0,14
합계,무주군,8,0,10,9,0,12,8,2,6,7.0,0.0,9.0,7,0,8
합계,장수군,3,1,2,2,0,6,4,0,4,4.0,1.0,9.0,1,0,1
합계,임실군,3,1,4,4,0,6,3,0,3,5.0,0.0,9.0,4,0,6
합계,순창군,14,1,15,14,1,23,7,1,12,11.0,0.0,18.0,15,3,21
합계,고창군,10,1,13,14,0,29,13,1,20,14.0,1.0,19.0,10,2,13
합계,부안군,30,2,33,22,0,34,11,0,13,9.0,0.0,17.0,12,0,16
합계,익산시,86,4,139,74,2,121,63,2,101,59.0,1.0,76.0,53,0,81
합계,목포시,143,3,262,96,2,149,86,0,130,70.0,0.0,105.0,55,1,103
합계,여수시,165,3,273,113,0,169,90,0,139,82.0,0.0,126.0,70,1,117
합계,순천시,114,2,199,85,4,134,71,0,128,62.0,1.0,92.0,41,0,64
합계,나주시,55,1,97,48,1,69,41,0,69,45.0,0.0,71.0,39,0,56
합계,광양시,80,1,119,55,2,86,57,3,92,50.0,1.0,81.0,49,0,66
합계,담양군,14,1,16,17,0,27,14,0,20,13.0,0.0,20.0,14,1,15
합계,곡성군,9,0,11,10,0,13,10,0,17,3.0,0.0,3.0,8,0,10
합계,구례군,10,1,13,13,0,17,8,0,11,9.0,0.0,12.0,6,0,8
합계,고흥군,31,1,49,30,1,44,15,0,20,13.0,0.0,20.0,8,1,9
합계,보성군,18,1,22,8,1,10,20,0,32,12.0,1.0,12.0,12,1,19
합계,화순군,24,0,37,20,0,35,22,0,29,17.0,1.0,27.0,11,0,18
합계,장흥군,17,2,15,18,2,24,16,0,17,10.0,0.0,19.0,9,0,12
합계,강진군,20,1,24,14,0,18,15,0,23,17.0,1.0,23.0,15,0,27
합계,해남군,27,2,42,32,4,40,30,0,47,20.0,2.0,24.0,15,1,24
합계,영암군,28,2,45,26,1,35,20,0,34,26.0,0.0,34.0,18,2,23
합계,무안군,37,0,45,20,1,28,28,1,43,16.0,1.0,27.0,12,0,21
합계,함평군,12,0,17,14,0,17,14,1,19,9.0,0.0,17.0,8,1,10
합계,영광군,15,0,26,8,0,13,16,1,20,5.0,0.0,9.0,7,0,10
합계,장성군,18,0,26,13,0,25,21,0,32,16.0,0.0,23.0,9,0,17
합계,완도군,15,1,18,17,0,27,13,1,17,11.0,1.0,14.0,19,1,27
합계,진도군,7,0,12,7,0,7,7,0,7,10.0,1.0,12.0,5,0,5
합계,신안군,12,5,16,14,0,20,7,0,10,7.0,0.0,8.0,6,0,9
합계,포항시,175,1,270,163,5,257,150,2,234,104.0,1.0,173.0,102,0,165
합계,경주시,106,1,161,92,1,143,61,3,88,76.0,0.0,121.0,54,0,82
합계,김천시,49,0,63,44,0,66,35,0,62,22.0,0.0,30.0,22,0,32
합계,안동시,68,1,101,36,0,61,63,0,107,33.0,1.0,43.0,39,1,58
합계,구미시,179,1,289,145,1,215,160,4,256,125.0,1.0,193.0,105,2,141
합계,영주시,29,0,39,35,1,48,17,0,26,16.0,0.0,23.0,10,2,12
합계,영천시,56,2,92,43,0,75,26,0,44,33.0,0.0,50.0,25,0,37
합계,문경시,26,1,42,18,0,24,16,0,20,19.0,1.0,24.0,12,1,17
합계,상주시,43,5,57,20,0,23,22,0,32,21.0,0.0,33.0,22,0,28
합계,군위군,6,0,9,7,0,9,5,1,5,2.0,0.0,2.0,-,-,-
합계,의성군,10,1,12,20,2,28,15,0,18,16.0,0.0,18.0,6,0,10
합계,청송군,2,0,3,5,0,6,7,0,12,10.0,1.0,17.0,9,0,9
합계,영양군,10,0,10,7,0,12,3,0,3,9.0,1.0,12.0,10,0,10
합계,영덕군,13,3,25,26,1,33,21,1,31,18.0,1.0,25.0,10,0,11
합계,청도군,15,0,23,13,0,20,12,0,16,14.0,0.0,23.0,15,1,21
합계,고령군,12,0,17,13,1,15,15,0,20,6.0,0.0,7.0,7,1,9
합계,성주군,26,1,40,26,3,34,35,3,42,20.0,0.0,25.0,13,0,14
합계,칠곡군,104,1,138,56,2,75,51,1,79,40.0,3.0,56.0,44,0,57
합계,예천군,13,1,17,11,0,12,8,0,10,7.0,0.0,7.0,8,1,10
합계,봉화군,11,0,17,7,2,8,8,0,10,10.0,1.0,14.0,5,0,6
합계,울진군,11,1,14,17,1,22,14,2,33,14.0,1.0,21.0,10,0,11
합계,울릉군,-,-,-,1,0,1,2,0,4,2.0,0.0,2.0,-,-,-
합계,경산시,108,0,178,94,2,142,95,3,146,77.0,3.0,127.0,80,0,133
합계,진주시,95,1,153,64,1,102,49,0,67,57.0,5.0,86.0,53,0,69
합계,통영시,57,1,84,49,0,79,51,1,84,40.0,0.0,65.0,41,2,64
합계,김해시,173,3,261,154,3,224,167,0,270,149.0,2.0,219.0,128,2,186
합계,밀양시,41,1,63,35,0,51,25,0,32,35.0,0.0,49.0,34,2,51
합계,거제시,67,2,98,64,1,95,68,0,98,63.0,2.0,83.0,74,1,102
합계,의령군,3,0,4,6,0,12,11,0,13,13.0,0.0,17.0,3,0,3
합계,함안군,25,2,36,16,1,32,23,0,37,20.0,1.0,23.0,13,0,19
합계,창녕군,36,1,51,40,0,61,17,0,23,20.0,0.0,27.0,19,2,20
합계,양산시,92,3,136,88,0,143,86,0,122,75.0,3.0,111.0,59,1,82
합계,고성군,26,3,38,21,0,32,13,0,16,16.0,0.0,23.0,7,0,9
합계,사천시,56,3,86,45,0,67,52,0,84,34.0,0.0,51.0,24,0,31
합계,남해군,14,0,24,11,1,14,14,0,23,12.0,0.0,16.0,7,0,8
합계,하동군,9,1,18,8,0,11,8,1,14,7.0,0.0,17.0,8,0,13
합계,산청군,13,0,23,12,0,24,13,1,21,15.0,0.0,22.0,12,1,20
합계,함양군,13,0,16,13,0,19,11,1,17,13.0,0.0,16.0,8,1,10
합계,거창군,30,7,35,21,1,32,22,0,27,18.0,0.0,20.0,21,0,23
합계,합천군,20,0,30,10,0,11,12,0,21,10.0,0.0,13.0,6,0,6
합계,창원시(통합),253,8,389,226,6,359,217,9,315,187.0,1.0,283.0,175,1,265
합계,제주시,255,4,390,230,5,355,211,6,335,205.0,0.0,335.0,159,2,260
합계,서귀포시,107,1,172,94,2,147,109,1,163,99.0,2.0,141.0,66,2,91
서울,합계,2327,16,3817,2059,23,3307,2348,23,3904,1938.0,8.0,3113.0,1576,12,2497
