시도,시군구,2015_사고[건],2015_사망[명],2015_부상[명],2015_(중상자[명]),2016_사고[건],2016_사망[명],2016_부상[명],2016_(중상자[명]),2017_사고[건],2017_사망[명],2017_부상[명],2017_(중상자[명]),2018_사고[건],2018_사망[명],2018_부상[명],2018_(중상자[명]),2019_사고[건],2019_사망[명],2019_부상[명],2019_(중상자[명])
합계,동구,15.0,0.0,25.0,4.0,14.0,1.0,25.0,3.0,21.0,0.0,39.0,9.0,14,0,27,7,10.0,0.0,18.0,2.0
합계,미추홀구,168.0,1.0,332.0,59.0,140.0,0.0,277.0,34.0,145.0,1.0,259.0,43.0,136,0,230,37,101.0,3.0,196.0,28.0
합계,부평구,192.0,0.0,354.0,96.0,172.0,1.0,345.0,72.0,168.0,2.0,290.0,63.0,161,1,323,57,120.0,1.0,188.0,37.0
합계,남동구,263.0,0.0,524.0,87.0,243.0,2.0,455.0,84.0,236.0,2.0,448.0,90.0,199,0,325,51,158.0,3.0,256.0,49.0
합계,서구,212.0,2.0,373.0,73.0,201.0,5.0,357.0,81.0,180.0,3.0,289.0,59.0,149,1,241,51,152.0,0.0,248.0,48.0
합계,연수구,109.0,0.0,238.0,53.0,94.0,0.0,177.0,38.0,82.0,0.0,154.0,40.0,107,0,201,27,83.0,1.0,129.0,25.0
합계,계양구,99.0,0.0,164.0,38.0,100.0,0.0,176.0,42.0,106.0,0.0,176.0,37.0,87,0,149,40,63.0,0.0,99.0,18.0
합계,강화군,30.0,1.0,51.0,19.0,25.0,1.0,45.0,11.0,25.0,0.0,47.0,12.0,13,1,21,8,12.0,0.0,20.0,1.0
합계,옹진군,16.0,0.0,28.0,12.0,13.0,3.0,18.0,10.0,8.0,0.0,26.0,4.0,12,0,20,7,7.0,1.0,7.0,4.0
합계,동구,55.0,0.0,94.0,7.0,46.0,0.0,97.0,10.0,38.0,0.0,69.0,8.0,39,0,65,7,34.0,1.0,56.0,8.0
합계,서구,277.0,5.0,545.0,50.0,219.0,1.0,463.0,34.0,205.0,2.0,388.0,32.0,175,0,347,30,148.0,1.0,286.0,22.0
합계,북구,236.0,4.0,508.0,43.0,188.0,4.0,364.0,36.0,211.0,3.0,350.0,31.0,205,2,389,29,151.0,1.0,272.0,19.0
합계,광산구,228.0,2.0,401.0,26.0,245.0,2.0,466.0,53.0,178.0,4.0,321.0,35.0,195,1,388,53,159.0,2.0,294.0,25.0
합계,남구,78.0,3.0,125.0,16.0,66.0,2.0,115.0,6.0,56.0,1.0,112.0,4.0,61,1,112,9,57.0,0.0,99.0,7.0
합계,동구,104.0,1.0,199.0,35.0,95.0,0.0,193.0,40.0,58.0,3.0,100.0,15.0,67,0,114,17,48.0,0.0,87.0,9.0
합계,중구,130.0,1.0,264.0,43.0,134.0,1.0,251.0,42.0,87.0,2.0,160.0,35.0,97,1,189,16,72.0,0.0,126.0,18.0
합계,서구,263.0,5.0,491.0,77.0,202.0,2.0,364.0,43.0,221.0,1.0,379.0,53.0,220,6,397,55,184.0,1.0,342.0,48.0
합계,유성구,160.0,3.0,280.0,56.0,163.0,8.0,301.0,50.0,137.0,3.0,226.0,40.0,159,3,303,36,117.0,1.0,206.0,30.0
합계,대덕구,79.0,1.0,128.0,32.0,71.0,2.0,117.0,19.0,53.0,2.0,101.0,14.0,51,0,89,8,51.0,1.0,83.0,9.0
합계,중구,155.0,3.0,269.0,58.0,124.0,3.0,214.0,61.0,120.0,0.0,199.0,43.0,95,1,164,25,64.0,0.0,101.0,14.0
합계,남구,283.0,2.0,490.0,96.0,204.0,5.0,357.0,74.0,171.0,1.0,309.0,73.0,178,5,284,71,107.0,1.0,175.0,35.0
합계,동구,89.0,4.0,136.0,34.0,66.0,1.0,111.0,25.0,50.0,3.0,75.0,20.0,64,1,102,27,47.0,0.0,66.0,14.0
합계,북구,143.0,5.0,247.0,58.0,108.0,4.0,174.0,39.0,93.0,0.0,146.0,32.0,127,5,200,41,71.0,1.0,116.0,27.0
합계,울주군,137.0,7.0,214.0,55.0,101.0,1.0,164.0,45.0,89.0,4.0,128.0,42.0,103,2,163,43,84.0,2.0,136.0,29.0
합계,세종시,98.0,4.0,176.0,60.0,93.0,5.0,155.0,28.0,89.0,1.0,134.0,35.0,98,0,158,38,89.0,1.0,155.0,38.0
합계,수원시,637.0,2.0,1126.0,204.0,503.0,6.0,904.0,148.0,461.0,5.0,800.0,116.0,543,0,921,155,376.0,1.0,632.0,104.0
합계,성남시,368.0,3.0,706.0,186.0,305.0,4.0,553.0,136.0,362.0,7.0,637.0,145.0,330,3,554,110,252.0,7.0,407.0,85.0
합계,의정부시,173.0,3.0,313.0,52.0,119.0,2.0,240.0,36.0,132.0,5.0,218.0,39.0,155,1,259,41,112.0,2.0,182.0,32.0
합계,안양시,244.0,2.0,440.0,83.0,192.0,0.0,312.0,65.0,196.0,6.0,353.0,54.0,175,0,306,57,106.0,1.0,186.0,32.0
합계,부천시,286.0,1.0,534.0,107.0,230.0,3.0,437.0,82.0,194.0,5.0,320.0,50.0,217,2,378,69,209.0,2.0,345.0,63.0
합계,안산시,442.0,4.0,748.0,132.0,395.0,1.0,750.0,116.0,326.0,4.0,626.0,109.0,350,4,629,108,308.0,2.0,526.0,105.0
합계,평택시,305.0,11.0,579.0,111.0,275.0,8.0,465.0,100.0,290.0,10.0,541.0,83.0,348,12,569,106,335.0,15.0,576.0,99.0
합계,광명시,90.0,1.0,190.0,37.0,90.0,0.0,170.0,40.0,79.0,1.0,155.0,32.0,70,1,132,22,57.0,0.0,113.0,13.0
합계,구리시,67.0,2.0,113.0,18.0,54.0,0.0,98.0,25.0,55.0,0.0,97.0,13.0,54,4,94,24,63.0,0.0,101.0,12.0
합계,양주시,106.0,1.0,186.0,48.0,63.0,3.0,106.0,36.0,89.0,4.0,131.0,29.0,71,3,134,25,75.0,2.0,120.0,23.0
합계,여주시,74.0,2.0,136.0,37.0,66.0,0.0,114.0,35.0,55.0,4.0,97.0,23.0,67,5,100,26,50.0,4.0,71.0,21.0
합계,화성시,316.0,12.0,563.0,141.0,304.0,9.0,527.0,102.0,343.0,12.0,601.0,108.0,327,6,550,109,272.0,3.0,490.0,71.0
합계,시흥시,292.0,4.0,532.0,108.0,239.0,1.0,403.0,74.0,247.0,1.0,428.0,71.0,234,1,389,73,205.0,4.0,350.0,76.0
합계,파주시,207.0,8.0,372.0,87.0,149.0,2.0,253.0,47.0,187.0,6.0,303.0,64.0,170,0,282,49,127.0,1.0,204.0,30.0
합계,고양시,490.0,8.0,848.0,182.0,354.0,7.0,640.0,136.0,366.0,3.0,668.0,125.0,375,0,666,125,268.0,3.0,472.0,83.0
합계,광주시,192.0,7.0,318.0,74.0,178.0,6.0,346.0,62.0,160.0,4.0,257.0,58.0,187,1,334,52,142.0,1.0,230.0,50.0
합계,연천군,24.0,3.0,46.0,11.0,10.0,0.0,12.0,3.0,20.0,0.0,33.0,7.0,17,0,34,7,18.0,0.0,39.0,5.0
합계,포천시,133.0,7.0,229.0,63.0,74.0,7.0,128.0,30.0,106.0,8.0,187.0,45.0,73,1,134,30,75.0,2.0,133.0,18.0
합계,가평군,46.0,1.0,104.0,20.0,36.0,1.0,48.0,9.0,34.0,0.0,57.0,10.0,38,3,71,14,32.0,0.0,61.0,22.0
합계,양평군,65.0,2.0,111.0,29.0,55.0,3.0,96.0,34.0,58.0,5.0,93.0,27.0,51,2,82,26,42.0,1.0,61.0,20.0
합계,이천시,130.0,5.0,209.0,46.0,134.0,3.0,226.0,33.0,124.0,2.0,216.0,27.0,108,1,190,35,95.0,1.0,159.0,25.0
합계,용인시,392.0,12.0,736.0,157.0,341.0,6.0,639.0,132.0,335.0,5.0,537.0,130.0,327,5,554,150,264.0,9.0,445.0,74.0
합계,안성시,123.0,2.0,221.0,55.0,119.0,3.0,188.0,45.0,92.0,3.0,152.0,36.0,97,3,166,40,87.0,3.0,147.0,30.0
합계,김포시,175.0,4.0,338.0,87.0,149.0,4.0,221.0,57.0,177.0,4.0,288.0,60.0,136,2,222,36,144.0,2.0,223.0,43.0
합계,동두천시,46.0,1.0,85.0,17.0,28.0,2.0,41.0,12.0,30.0,0.0,51.0,17.0,32,1,60,11,21.0,0.0,30.0,6.0
합계,과천시,19.0,0.0,31.0,5.0,16.0,0.0,27.0,6.0,13.0,0.0,26.0,6.0,14,0,20,1,15.0,0.0,21.0,7.0
합계,군포시,78.0,0.0,144.0,43.0,55.0,1.0,110.0,13.0,63.0,1.0,113.0,22.0,59,0,107,20,30.0,0.0,42.0,6.0
합계,남양주시,228.0,5.0,394.0,98.0,226.0,6.0,424.0,75.0,206.0,5.0,319.0,69.0,212,1,372,86,164.0,3.0,278.0,45.0
합계,오산시,128.0,1.0,219.0,70.0,92.0,1.0,168.0,26.0,107.0,1.0,190.0,30.0,133,0,222,40,89.0,0.0,142.0,15.0
합계,의왕시,77.0,0.0,148.0,24.0,48.0,0.0,75.0,17.0,51.0,0.0,85.0,16.0,60,0,99,30,40.0,1.0,68.0,18.0
합계,하남시,79.0,1.0,131.0,25.0,62.0,0.0,113.0,16.0,62.0,4.0,102.0,19.0,60,0,93,21,67.0,1.0,103.0,21.0
합계,춘천시,167.0,2.0,308.0,37.0,105.0,2.0,186.0,17.0,133.0,1.0,218.0,37.0,123,0,208,17,96.0,1.0,171.0,20.0
합계,원주시,278.0,4.0,545.0,112.0,205.0,4.0,360.0,79.0,236.0,1.0,413.0,93.0,200,3,351,67,131.0,3.0,205.0,25.0
합계,동해시,52.0,7.0,86.0,25.0,30.0,3.0,47.0,14.0,23.0,1.0,34.0,4.0,22,1,36,5,20.0,2.0,27.0,7.0
합계,강릉시,128.0,8.0,242.0,36.0,109.0,1.0,194.0,26.0,109.0,2.0,198.0,37.0,77,3,149,15,78.0,3.0,123.0,19.0
합계,속초시,69.0,2.0,132.0,18.0,45.0,1.0,91.0,20.0,46.0,0.0,94.0,15.0,42,1,68,17,28.0,1.0,40.0,11.0
합계,태백시,21.0,3.0,23.0,5.0,13.0,1.0,20.0,3.0,7.0,1.0,8.0,2.0,14,0,19,6,11.0,0.0,18.0,3.0
합계,삼척시,37.0,0.0,74.0,23.0,27.0,2.0,46.0,10.0,22.0,1.0,40.0,12.0,30,0,42,11,17.0,0.0,22.0,8.0
합계,홍천군,26.0,0.0,49.0,10.0,28.0,0.0,50.0,13.0,33.0,3.0,59.0,19.0,34,0,63,13,19.0,2.0,32.0,4.0
합계,횡성군,30.0,0.0,58.0,19.0,20.0,0.0,46.0,16.0,11.0,1.0,15.0,8.0,11,1,14,6,12.0,0.0,27.0,9.0
합계,영월군,14.0,2.0,19.0,10.0,16.0,1.0,23.0,12.0,9.0,1.0,15.0,4.0,7,2,14,4,7.0,0.0,8.0,2.0
합계,평창군,27.0,2.0,49.0,18.0,19.0,1.0,37.0,12.0,29.0,1.0,66.0,24.0,28,2,43,12,13.0,0.0,39.0,15.0
합계,정선군,22.0,1.0,40.0,16.0,16.0,0.0,34.0,4.0,30.0,1.0,44.0,14.0,11,0,18,7,6.0,0.0,11.0,3.0
합계,철원군,20.0,2.0,25.0,3.0,21.0,2.0,36.0,18.0,21.0,0.0,32.0,17.0,19,0,33,16,16.0,3.0,23.0,13.0
합계,화천군,4.0,0.0,5.0,1.0,12.0,0.0,17.0,3.0,8.0,1.0,9.0,6.0,9,0,10,4,3.0,2.0,2.0,1.0
합계,양구군,19.0,1.0,31.0,5.0,5.0,0.0,7.0,1.0,16.0,1.0,20.0,8.0,11,0,17,2,6.0,0.0,8.0,4.0
합계,인제군,18.0,2.0,37.0,20.0,13.0,0.0,19.0,8.0,14.0,1.0,21.0,10.0,8,1,12,5,9.0,0.0,12.0,10.0
합계,고성군,10.0,0.0,19.0,7.0,11.0,0.0,21.0,6.0,11.0,0.0,18.0,6.0,9,0,12,1,8.0,0.0,9.0,2.0
합계,양양군,17.0,2.0,33.0,12.0,13.0,0.0,32.0,7.0,19.0,1.0,30.0,8.0,24,0,54,19,12.0,1.0,16.0,2.0
합계,청주시,594.0,13.0,1049.0,224.0,446.0,10.0,798.0,168.0,453.0,3.0,826.0,170.0,433,3,806,148,356.0,5.0,622.0,108.0
합계,충주시,134.0,4.0,213.0,58.0,113.0,1.0,186.0,44.0,112.0,1.0,210.0,44.0,127,3,208,50,94.0,5.0,130.0,35.0
합계,제천시,83.0,0.0,154.0,53.0,72.0,1.0,121.0,37.0,91.0,1.0,148.0,32.0,86,8,136,29,53.0,2.0,85.0,21.0
합계,보은군,18.0,1.0,34.0,13.0,8.0,0.0,16.0,7.0,13.0,1.0,16.0,3.0,11,1,17,6,4.0,0.0,8.0,0.0
합계,옥천군,30.0,2.0,54.0,17.0,22.0,1.0,34.0,9.0,19.0,0.0,31.0,15.0,18,0,26,9,24.0,1.0,40.0,15.0
합계,영동군,18.0,0.0,27.0,8.0,12.0,0.0,17.0,4.0,19.0,1.0,21.0,10.0,18,0,26,14,18.0,0.0,26.0,13.0
합계,진천군,59.0,0.0,82.0,22.0,53.0,2.0,73.0,17.0,63.0,3.0,105.0,28.0,68,2,101,27,37.0,1.0,50.0,10.0
합계,괴산군,27.0,0.0,34.0,11.0,15.0,3.0,21.0,7.0,21.0,0.0,41.0,8.0,17,0,26,4,15.0,1.0,21.0,8.0
합계,음성군,80.0,0.0,119.0,35.0,74.0,2.0,108.0,34.0,83.0,3.0,139.0,46.0,75,3,115,34,47.0,1.0,61.0,21.0
합계,단양군,15.0,0.0,21.0,12.0,8.0,0.0,10.0,5.0,13.0,0.0,23.0,6.0,12,0,15,7,14.0,0.0,25.0,8.0
합계,증평군,23.0,0.0,36.0,7.0,28.0,0.0,81.0,12.0,16.0,0.0,28.0,4.0,17,0,27,11,16.0,0.0,24.0,6.0
합계,천안시,420.0,10.0,726.0,153.0,344.0,13.0,577.0,100.0,451.0,5.0,769.0,165.0,458,8,761,125,350.0,4.0,591.0,75.0
합계,아산시,234.0,10.0,393.0,100.0,200.0,9.0,331.0,88.0,183.0,11.0,298.0,59.0,140,3,228,60,126.0,2.0,188.0,31.0
합계,보령시,79.0,2.0,117.0,44.0,75.0,2.0,114.0,50.0,69.0,7.0,110.0,32.0,62,3,83,31,51.0,0.0,81.0,29.0
합계,공주시,71.0,2.0,108.0,32.0,55.0,5.0,96.0,28.0,72.0,2.0,120.0,28.0,66,2,121,29,58.0,2.0,85.0,15.0
합계,서산시,121.0,9.0,194.0,72.0,103.0,9.0,163.0,59.0,105.0,4.0,165.0,58.0,137,7,250,90,128.0,5.0,206.0,82.0
합계,금산군,17.0,0.0,30.0,9.0,25.0,2.0,34.0,9.0,26.0,0.0,37.0,14.0,28,2,37,7,16.0,0.0,22.0,6.0
합계,태안군,55.0,9.0,97.0,52.0,35.0,5.0,60.0,27.0,53.0,5.0,85.0,39.0,39,1,72,23,32.0,4.0,43.0,19.0
합계,논산시,73.0,5.0,127.0,49.0,66.0,0.0,115.0,40.0,74.0,2.0,118.0,41.0,72,1,106,32,50.0,0.0,76.0,22.0
합계,부여군,43.0,1.0,75.0,33.0,19.0,4.0,28.0,14.0,22.0,0.0,33.0,16.0,19,4,31,10,12.0,0.0,15.0,6.0
합계,서천군,34.0,2.0,46.0,15.0,31.0,3.0,44.0,18.0,37.0,3.0,63.0,16.0,35,1,48,17,30.0,4.0,39.0,12.0
합계,청양군,30.0,2.0,47.0,15.0,21.0,1.0,35.0,18.0,23.0,2.0,34.0,14.0,18,0,23,14,15.0,1.0,17.0,6.0
합계,홍성군,65.0,10.0,98.0,24.0,44.0,8.0,60.0,13.0,60.0,2.0,92.0,24.0,51,5,85,19,31.0,2.0,54.0,7.0
합계,예산군,57.0,2.0,87.0,23.0,55.0,8.0,84.0,28.0,44.0,2.0,58.0,20.0,52,0,81,20,30.0,2.0,43.0,10.0
합계,당진시,148.0,8.0,229.0,40.0,118.0,7.0,184.0,39.0,145.0,11.0,228.0,80.0,122,3,193,63,82.0,7.0,115.0,43.0
합계,계룡시,14.0,0.0,19.0,7.0,12.0,0.0,21.0,5.0,5.0,0.0,10.0,4.0,9,0,13,4,8.0,0.0,12.0,2.0
합계,전주시,355.0,12.0,665.0,101.0,314.0,6.0,609.0,83.0,331.0,6.0,616.0,87.0,266,3,482,68,239.0,4.0,410.0,68.0
합계,군산시,160.0,5.0,285.0,52.0,102.0,5.0,168.0,23.0,101.0,2.0,178.0,20.0,81,4,122,19,69.0,1.0,110.0,21.0
합계,정읍시,51.0,2.0,72.0,12.0,55.0,6.0,79.0,14.0,40.0,2.0,70.0,15.0,52,1,82,21,38.0,2.0,53.0,10.0
합계,남원시,38.0,3.0,68.0,24.0,22.0,1.0,46.0,11.0,18.0,0.0,33.0,8.0,27,0,49,13,17.0,0.0,28.0,9.0
합계,김제시,38.0,5.0,61.0,17.0,36.0,3.0,62.0,19.0,44.0,1.0,83.0,12.0,36,2,59,12,36.0,1.0,67.0,6.0
합계,완주군,48.0,3.0,83.0,21.0,42.0,8.0,70.0,14.0,31.0,3.0,44.0,14.0,44,1,80,18,35.0,2.0,61.0,7.0
합계,진안군,7.0,0.0,8.0,1.0,12.0,1.0,18.0,2.0,7.0,0.0,8.0,2.0,6,1,9,5,7.0,1.0,9.0,0.0
합계,무주군,13.0,1.0,25.0,11.0,9.0,0.0,13.0,3.0,6.0,2.0,6.0,3.0,9,2,8,1,10.0,2.0,12.0,5.0
합계,장수군,7.0,0.0,16.0,5.0,5.0,0.0,11.0,4.0,2.0,0.0,2.0,1.0,4,0,7,2,4.0,1.0,3.0,1.0
합계,임실군,5.0,1.0,9.0,6.0,4.0,0.0,5.0,3.0,5.0,2.0,7.0,5.0,3,0,3,2,4.0,0.0,4.0,0.0
합계,순창군,10.0,0.0,15.0,5.0,7.0,0.0,16.0,7.0,10.0,1.0,11.0,3.0,9,0,16,4,8.0,1.0,10.0,2.0
합계,고창군,21.0,1.0,38.0,11.0,24.0,3.0,32.0,10.0,22.0,1.0,39.0,12.0,13,1,19,6,10.0,0.0,16.0,8.0
합계,부안군,40.0,4.0,72.0,17.0,40.0,1.0,57.0,16.0,38.0,0.0,66.0,20.0,36,0,59,13,28.0,3.0,40.0,15.0
합계,익산시,127.0,2.0,204.0,27.0,81.0,4.0,127.0,14.0,117.0,5.0,197.0,36.0,97,2,187,36,74.0,2.0,141.0,18.0
합계,목포시,206.0,2.0,398.0,52.0,127.0,1.0,225.0,30.0,126.0,2.0,251.0,37.0,112,3,188,31,115.0,2.0,214.0,16.0
합계,여수시,170.0,7.0,306.0,52.0,131.0,0.0,234.0,31.0,145.0,8.0,238.0,51.0,150,3,254,49,109.0,0.0,180.0,26.0
합계,순천시,154.0,2.0,253.0,61.0,109.0,4.0,167.0,34.0,112.0,2.0,204.0,33.0,140,1,247,43,95.0,0.0,160.0,26.0
합계,나주시,74.0,8.0,114.0,20.0,64.0,0.0,113.0,27.0,74.0,2.0,113.0,16.0,73,2,105,21,56.0,0.0,93.0,17.0
합계,광양시,140.0,4.0,248.0,29.0,106.0,0.0,170.0,23.0,81.0,0.0,132.0,22.0,95,1,156,21,75.0,2.0,112.0,22.0
합계,담양군,43.0,2.0,64.0,11.0,21.0,2.0,39.0,14.0,28.0,2.0,43.0,8.0,21,0,40,5,14.0,0.0,22.0,5.0
합계,곡성군,8.0,1.0,16.0,5.0,6.0,0.0,10.0,5.0,9.0,1.0,16.0,3.0,7,0,8,1,10.0,1.0,13.0,4.0
