시도,시군구,2005_사고[건],2005_사망[명],2005_부상[명],2005_(중상자[명]),2006_사고[건],2006_사망[명],2006_부상[명],2006_(중상자[명]),2007_사고[건],2007_사망[명],2007_부상[명],2007_(중상자[명]),2008_사고[건],2008_사망[명],2008_부상[명],2008_(중상자[명]),2009_사고[건],2009_사망[명],2009_부상[명],2009_(중상자[명])
합계,부평구,290.0,2.0,535.0,261.0,281.0,1.0,489.0,190.0,282,2,533,204,227,2,451,159,281,4,538,177
합계,남동구,258.0,4.0,492.0,243.0,263.0,4.0,485.0,225.0,223,3,411,159,266,6,534,191,239,5,454,166
합계,서구,257.0,7.0,455.0,221.0,261.0,7.0,498.0,220.0,184,8,362,140,232,6,403,130,221,7,374,114
합계,연수구,144.0,4.0,276.0,107.0,124.0,1.0,236.0,93.0,130,2,270,122,140,3,293,123,107,3,235,90
합계,계양구,137.0,1.0,277.0,132.0,129.0,2.0,221.0,88.0,137,0,262,112,130,2,238,87,115,0,213,75
합계,강화군,54.0,12.0,97.0,45.0,36.0,1.0,71.0,28.0,25,0,39,18,24,2,48,17,38,0,86,39
합계,옹진군,12.0,1.0,17.0,10.0,14.0,0.0,36.0,17.0,8,1,13,7,7,0,11,6,12,1,23,18
합계,동구,63.0,1.0,128.0,22.0,65.0,1.0,110.0,19.0,64,0,122,22,70,3,129,22,84,1,153,11
합계,서구,136.0,1.0,259.0,45.0,229.0,3.0,443.0,66.0,228,3,429,50,227,3,421,53,333,0,654,68
합계,북구,249.0,1.0,478.0,79.0,293.0,6.0,575.0,79.0,270,7,540,59,263,12,500,73,374,11,671,88
합계,광산구,167.0,1.0,316.0,44.0,232.0,6.0,433.0,68.0,199,5,401,73,195,2,377,49,250,5,468,56
합계,남구,86.0,1.0,161.0,25.0,83.0,4.0,159.0,27.0,88,4,146,19,93,1,177,18,131,4,246,32
합계,동구,110.0,2.0,225.0,71.0,119.0,4.0,196.0,56.0,139,8,235,68,115,1,222,61,157,2,283,66
합계,중구,121.0,0.0,219.0,77.0,168.0,1.0,303.0,94.0,152,5,283,76,144,1,289,78,155,3,327,82
합계,서구,226.0,3.0,433.0,169.0,235.0,5.0,453.0,136.0,215,2,430,133,222,3,442,130,301,2,590,153
합계,유성구,114.0,4.0,226.0,68.0,125.0,0.0,222.0,72.0,111,2,213,78,127,1,234,72,151,1,325,78
합계,대덕구,98.0,4.0,179.0,68.0,102.0,4.0,187.0,62.0,108,2,215,58,128,1,226,46,150,2,277,61
합계,중구,95.0,3.0,163.0,76.0,138.0,1.0,221.0,101.0,120,2,204,102,135,0,208,100,143,2,243,89
합계,남구,235.0,9.0,387.0,163.0,302.0,4.0,519.0,255.0,265,5,472,190,270,3,486,198,290,4,515,197
합계,동구,51.0,2.0,76.0,41.0,69.0,1.0,114.0,48.0,73,0,123,53,86,3,131,55,77,1,131,41
합계,북구,90.0,0.0,147.0,80.0,108.0,4.0,192.0,71.0,119,4,218,80,124,6,248,101,124,7,249,102
합계,울주군,97.0,5.0,142.0,75.0,157.0,7.0,295.0,142.0,149,5,246,97,150,5,260,93,162,3,324,126
합계,수원시,588.0,7.0,1135.0,425.0,666.0,8.0,1261.0,499.0,643,9,1213,431,593,9,1082,330,541,4,963,243
합계,성남시,372.0,2.0,682.0,278.0,457.0,4.0,826.0,340.0,404,5,692,240,338,10,624,219,344,8,626,213
합계,의정부시,200.0,6.0,399.0,101.0,225.0,4.0,460.0,142.0,200,4,411,112,229,8,471,112,214,7,389,103
합계,안양시,242.0,6.0,433.0,139.0,314.0,7.0,596.0,212.0,314,11,585,139,257,3,503,143,249,2,454,114
합계,부천시,381.0,4.0,756.0,298.0,443.0,9.0,752.0,283.0,401,7,777,278,352,4,615,223,364,5,658,207
합계,안산시,486.0,15.0,961.0,394.0,538.0,14.0,1043.0,416.0,464,16,832,271,436,5,839,294,435,8,820,258
합계,평택시,348.0,14.0,632.0,288.0,402.0,14.0,756.0,335.0,400,18,764,254,338,9,646,203,358,9,674,183
합계,광명시,84.0,1.0,136.0,46.0,93.0,0.0,159.0,60.0,91,2,180,41,81,2,156,44,69,1,117,42
합계,구리시,101.0,2.0,177.0,62.0,107.0,1.0,195.0,59.0,101,3,168,48,121,2,197,57,99,1,193,54
합계,양주시,150.0,4.0,284.0,134.0,135.0,9.0,256.0,111.0,141,10,300,104,122,5,239,61,113,5,219,55
합계,여주시,66.0,6.0,132.0,51.0,91.0,5.0,184.0,73.0,95,13,172,68,88,5,169,79,71,8,116,43
합계,화성시,313.0,17.0,573.0,229.0,311.0,10.0,575.0,236.0,314,15,566,228,302,18,545,192,310,12,567,176
합계,시흥시,290.0,5.0,572.0,220.0,432.0,8.0,851.0,291.0,337,8,687,239,354,13,655,224,340,11,632,173
합계,파주시,270.0,13.0,555.0,275.0,250.0,8.0,517.0,219.0,202,6,395,142,227,6,455,194,215,4,407,121
합계,고양시,540.0,14.0,1005.0,473.0,616.0,15.0,1191.0,475.0,552,15,997,347,487,7,914,304,486,7,918,292
합계,광주시,182.0,5.0,360.0,128.0,141.0,3.0,248.0,93.0,171,4,315,107,169,13,308,100,123,1,230,77
합계,연천군,20.0,1.0,30.0,18.0,32.0,3.0,59.0,22.0,31,2,53,23,26,1,63,19,29,2,38,15
합계,포천시,138.0,5.0,278.0,137.0,166.0,9.0,314.0,130.0,215,8,422,162,164,8,295,103,167,7,317,91
합계,가평군,65.0,3.0,123.0,47.0,69.0,7.0,151.0,49.0,56,11,110,39,67,3,139,53,54,4,112,45
합계,양평군,89.0,1.0,169.0,94.0,84.0,6.0,185.0,84.0,103,6,174,91,86,9,149,65,77,3,137,54
합계,이천시,160.0,11.0,285.0,133.0,175.0,13.0,326.0,119.0,187,10,337,84,187,7,357,102,186,9,339,100
합계,용인시,320.0,15.0,671.0,260.0,435.0,15.0,797.0,280.0,442,20,814,288,404,11,781,281,429,15,805,256
합계,안성시,137.0,15.0,233.0,129.0,154.0,9.0,234.0,102.0,130,5,237,89,134,6,221,80,131,6,233,84
합계,김포시,160.0,7.0,281.0,115.0,180.0,4.0,316.0,119.0,146,11,260,105,139,4,279,90,120,4,203,82
합계,동두천시,67.0,1.0,152.0,79.0,57.0,1.0,116.0,57.0,68,4,127,57,55,3,94,38,43,2,72,25
합계,과천시,21.0,1.0,43.0,7.0,31.0,2.0,48.0,22.0,32,1,54,19,18,3,32,10,25,3,44,21
합계,군포시,76.0,2.0,130.0,47.0,93.0,1.0,154.0,67.0,92,1,156,57,56,3,94,41,80,2,133,39
합계,남양주시,270.0,10.0,575.0,208.0,313.0,11.0,610.0,226.0,345,10,677,208,338,8,646,173,312,13,592,196
합계,오산시,106.0,1.0,230.0,98.0,94.0,1.0,181.0,71.0,125,3,247,73,108,3,173,53,110,4,210,67
합계,의왕시,63.0,1.0,123.0,56.0,72.0,2.0,115.0,36.0,56,1,97,29,41,1,64,17,67,3,128,44
합계,하남시,64.0,1.0,99.0,50.0,89.0,4.0,144.0,55.0,81,1,151,58,76,5,133,54,74,1,128,40
합계,춘천시,178.0,11.0,346.0,132.0,255.0,4.0,436.0,132.0,257,4,497,149,305,4,552,187,324,1,598,185
합계,원주시,326.0,3.0,569.0,266.0,335.0,5.0,633.0,338.0,299,11,546,256,278,3,489,180,357,10,658,183
합계,동해시,52.0,1.0,96.0,42.0,49.0,2.0,93.0,52.0,49,0,90,38,44,2,87,25,59,4,113,45
합계,강릉시,245.0,7.0,451.0,119.0,221.0,2.0,422.0,113.0,239,6,449,103,166,5,313,76,206,2,397,84
합계,속초시,90.0,1.0,173.0,43.0,78.0,1.0,141.0,28.0,62,1,125,36,72,2,133,29,89,3,179,34
합계,태백시,17.0,2.0,37.0,17.0,41.0,2.0,77.0,29.0,29,2,53,23,17,2,25,8,15,0,24,13
합계,삼척시,49.0,4.0,92.0,28.0,40.0,4.0,69.0,27.0,33,0,61,32,34,3,57,27,40,1,62,24
합계,홍천군,59.0,5.0,130.0,73.0,54.0,5.0,97.0,49.0,56,4,103,63,55,4,102,55,51,3,95,37
합계,횡성군,37.0,3.0,77.0,36.0,22.0,2.0,34.0,13.0,21,3,32,10,28,2,56,16,32,0,66,20
합계,영월군,30.0,0.0,46.0,30.0,25.0,1.0,44.0,27.0,21,0,35,25,26,2,51,30,23,2,32,10
합계,평창군,33.0,6.0,54.0,21.0,33.0,3.0,76.0,42.0,45,2,84,30,51,4,93,36,32,4,53,31
합계,정선군,32.0,4.0,56.0,24.0,25.0,0.0,35.0,12.0,21,3,40,22,37,3,63,23,25,1,38,13
합계,철원군,47.0,4.0,61.0,39.0,32.0,5.0,53.0,28.0,38,4,58,31,51,1,85,44,34,0,59,28
합계,화천군,13.0,3.0,21.0,14.0,9.0,0.0,16.0,10.0,12,2,21,12,11,2,19,6,14,3,17,10
합계,양구군,13.0,0.0,14.0,7.0,13.0,2.0,17.0,5.0,12,2,16,5,10,0,22,11,11,1,15,9
합계,인제군,19.0,2.0,38.0,20.0,19.0,1.0,45.0,28.0,22,2,48,22,22,2,44,18,20,2,40,28
합계,고성군,21.0,3.0,36.0,15.0,14.0,1.0,25.0,5.0,21,2,55,11,21,1,33,8,27,0,44,12
합계,양양군,36.0,2.0,66.0,22.0,36.0,3.0,66.0,19.0,31,4,56,11,28,6,53,22,41,2,87,21
합계,청주시,314.0,8.0,607.0,212.0,386.0,7.0,670.0,180.0,369,5,642,162,364,6,668,196,413,3,765,208
합계,충주시,94.0,3.0,176.0,97.0,137.0,7.0,235.0,125.0,212,5,320,130,145,8,254,111,141,3,244,129
합계,제천시,84.0,4.0,142.0,96.0,93.0,0.0,166.0,115.0,97,0,172,118,93,4,165,114,109,1,192,108
합계,청원군,78.0,7.0,120.0,56.0,96.0,4.0,164.0,66.0,96,8,174,60,122,4,227,82,111,0,227,74
합계,보은군,23.0,0.0,37.0,27.0,40.0,4.0,60.0,31.0,21,0,31,11,19,0,34,17,29,0,46,27
합계,옥천군,31.0,3.0,47.0,22.0,41.0,1.0,82.0,46.0,32,1,51,30,40,0,77,45,54,3,87,46
합계,영동군,29.0,3.0,43.0,23.0,30.0,4.0,52.0,30.0,28,1,35,15,46,4,68,37,28,4,30,19
합계,진천군,35.0,2.0,60.0,33.0,48.0,3.0,77.0,37.0,49,1,85,58,37,3,65,30,36,1,54,17
합계,괴산군,8.0,1.0,12.0,10.0,21.0,1.0,34.0,16.0,7,0,12,6,6,0,12,3,14,2,18,11
합계,음성군,64.0,5.0,108.0,65.0,66.0,4.0,100.0,52.0,63,2,119,65,79,3,144,70,71,1,120,44
합계,단양군,11.0,0.0,24.0,18.0,11.0,2.0,15.0,7.0,12,0,23,10,30,0,35,12,12,2,17,14
합계,증평군,8.0,0.0,12.0,7.0,18.0,1.0,31.0,22.0,15,0,24,6,10,1,19,6,9,0,11,2
합계,천안시,417.0,26.0,788.0,246.0,426.0,8.0,863.0,248.0,488,13,920,242,487,23,954,256,532,23,986,198
합계,아산시,196.0,7.0,357.0,168.0,200.0,8.0,386.0,155.0,222,3,458,147,241,11,457,125,200,10,359,87
합계,보령시,72.0,2.0,132.0,81.0,112.0,5.0,173.0,68.0,95,1,166,76,81,5,131,55,71,8,142,63
합계,공주시,75.0,4.0,126.0,62.0,83.0,2.0,163.0,68.0,82,3,148,81,81,6,154,55,79,2,124,52
합계,서산시,81.0,6.0,145.0,93.0,118.0,5.0,234.0,124.0,141,11,253,126,110,10,189,84,154,11,273,155
합계,금산군,32.0,2.0,64.0,24.0,33.0,4.0,46.0,18.0,27,1,57,30,34,2,58,17,36,2,73,30
합계,태안군,52.0,3.0,105.0,44.0,66.0,6.0,119.0,78.0,46,3,91,55,47,6,63,33,57,6,106,47
합계,연기군,72.0,6.0,108.0,59.0,55.0,7.0,79.0,40.0,65,7,105,45,52,5,89,26,43,5,73,34
합계,논산시,76.0,9.0,137.0,52.0,83.0,12.0,145.0,47.0,78,4,134,43,92,6,167,75,82,3,158,53
합계,부여군,47.0,4.0,67.0,46.0,38.0,2.0,57.0,21.0,35,4,63,38,30,1,54,21,28,2,54,25
합계,서천군,41.0,3.0,79.0,40.0,33.0,3.0,52.0,42.0,47,3,84,38,57,1,85,45,37,4,58,20
합계,청양군,21.0,0.0,40.0,26.0,25.0,4.0,64.0,35.0,27,4,36,21,27,5,46,22,28,4,43,25
합계,홍성군,53.0,2.0,103.0,49.0,61.0,1.0,112.0,51.0,68,2,125,64,63,1,106,63,67,4,101,64
합계,예산군,49.0,6.0,96.0,46.0,93.0,6.0,169.0,65.0,91,2,160,55,93,7,178,72,89,5,144,68
합계,당진시,100.0,14.0,170.0,97.0,125.0,12.0,208.0,116.0,109,16,201,97,138,14,255,78,171,13,302,100
합계,계룡시,13.0,0.0,28.0,5.0,11.0,0.0,19.0,8.0,9,1,20,10,13,0,19,11,13,1,21,11
합계,전주시,368.0,5.0,746.0,182.0,449.0,12.0,876.0,181.0,456,7,925,175,406,22,800,138,471,20,939,136
합계,군산시,145.0,4.0,269.0,100.0,176.0,13.0,312.0,117.0,169,5,339,102,153,7,277,75,184,1,346,67
합계,정읍시,60.0,3.0,115.0,38.0,85.0,4.0,133.0,43.0,51,7,74,13,71,8,121,32,87,7,135,44
합계,남원시,53.0,2.0,80.0,31.0,44.0,1.0,79.0,26.0,46,2,66,13,38,5,57,25,50,4,78,27
합계,김제시,45.0,3.0,83.0,31.0,58.0,7.0,104.0,37.0,64,1,129,31,71,5,114,45,73,12,124,49
합계,완주군,43.0,4.0,77.0,29.0,68.0,6.0,133.0,40.0,44,7,84,9,65,7,114,26,79,10,133,30
합계,진안군,10.0,0.0,17.0,10.0,14.0,2.0,18.0,4.0,16,1,32,11,13,2,15,8,13,0,39,27
합계,무주군,11.0,4.0,14.0,9.0,7.0,0.0,10.0,3.0,6,1,13,9,14,2,22,11,8,2,8,1
합계,장수군,11.0,1.0,20.0,12.0,9.0,0.0,18.0,10.0,15,2,27,15,14,1,23,11,18,0,27,14
합계,임실군,8.0,2.0,14.0,9.0,8.0,0.0,13.0,11.0,12,0,23,8,5,3,5,1,9,2,15,12
합계,순창군,4.0,1.0,9.0,5.0,8.0,0.0,18.0,9.0,5,1,8,2,11,3,13,4,12,0,17,6
합계,고창군,24.0,3.0,35.0,12.0,24.0,5.0,54.0,11.0,25,7,39,7,27,4,54,17,22,3,34,9
합계,부안군,45.0,1.0,88.0,39.0,30.0,1.0,53.0,19.0,37,8,71,19,37,10,57,22,45,1,93,26
합계,익산시,218.0,8.0,389.0,138.0,207.0,4.0,359.0,84.0,206,9,392,91,161,3,327,63,212,8,378,80
합계,목포시,192.0,1.0,381.0,102.0,241.0,5.0,475.0,114.0,200,3,393,78,213,2,444,81,264,4,504,101
합계,여수시,206.0,10.0,373.0,79.0,223.0,7.0,380.0,74.0,173,16,286,58,155,5,270,38,204,9,368,82
합계,순천시,276.0,16.0,534.0,177.0,264.0,8.0,461.0,118.0,297,12,525,156,248,11,445,96,291,12,514,156
합계,나주시,120.0,8.0,219.0,55.0,107.0,7.0,192.0,49.0,127,8,233,37,101,4,193,47,108,4,187,35
합계,광양시,139.0,1.0,223.0,78.0,146.0,10.0,229.0,76.0,140,4,243,50,132,4,249,49,144,10,270,67
합계,담양군,18.0,0.0,29.0,10.0,33.0,6.0,76.0,18.0,21,7,28,7,24,1,51,9,15,1,23,3
합계,곡성군,16.0,1.0,27.0,11.0,16.0,2.0,33.0,11.0,16,3,20,12,11,3,21,3,17,2,29,11
합계,구례군,13.0,1.0,24.0,6.0,21.0,0.0,31.0,9.0,13,1,21,6,20,1,21,7,17,3,22,6
합계,고흥군,29.0,3.0,54.0,16.0,52.0,6.0,81.0,27.0,37,3,53,20,43,8,80,32,34,2,61,20
합계,보성군,33.0,4.0,51.0,20.0,31.0,2.0,49.0,19.0,38,9,54,19,41,7,75,30,35,3,60,28
합계,화순군,33.0,3.0,55.0,23.0,22.0,0.0,35.0,9.0,23,4,33,10,43,1,72,15,34,1,59,14
합계,장흥군,34.0,1.0,58.0,19.0,35.0,3.0,75.0,45.0,38,5,61,24,31,3,51,23,26,4,37,20
합계,강진군,29.0,5.0,36.0,19.0,34.0,3.0,72.0,35.0,33,5,67,34,59,3,100,42,51,0,86,33
합계,해남군,46.0,2.0,75.0,17.0,47.0,3.0,83.0,26.0,54,4,107,31,47,8,71,20,37,3,80,27
합계,영암군,48.0,1.0,112.0,39.0,66.0,3.0,109.0,45.0,84,4,157,44,77,2,157,64,80,6,140,36
합계,무안군,28.0,4.0,42.0,20.0,53.0,7.0,81.0,25.0,54,6,82,26,59,5,88,32,64,6,115,38
합계,함평군,14.0,0.0,20.0,8.0,23.0,0.0,37.0,16.0,7,2,17,6,28,4,35,9,32,3,46,13
합계,영광군,29.0,0.0,55.0,29.0,25.0,3.0,32.0,11.0,32,3,42,16,35,2,52,25,36,0,69,24
합계,장성군,28.0,3.0,47.0,19.0,36.0,3.0,49.0,23.0,34,3,44,17,37,8,44,18,21,0,39,8
합계,완도군,18.0,2.0,22.0,16.0,34.0,5.0,55.0,12.0,23,3,35,16,30,1,55,23,26,1,41,22
합계,진도군,12.0,0.0,16.0,8.0,20.0,3.0,28.0,12.0,8,2,12,5,11,2,22,6,21,2,31,13
합계,신안군,14.0,0.0,23.0,12.0,19.0,2.0,31.0,14.0,22,4,34,19,21,4,32,18,28,3,48,29
합계,포항시,420.0,8.0,784.0,207.0,509.0,15.0,872.0,255.0,389,13,650,174,407,13,693,215,340,7,605,190
합계,경주시,223.0,10.0,454.0,247.0,254.0,6.0,487.0,232.0,218,8,397,167,217,9,374,151,251,9,444,214
합계,김천시,117.0,12.0,174.0,74.0,136.0,13.0,194.0,80.0,144,12,199,63,125,9,210,80,115,13,170,64
합계,안동시,133.0,7.0,240.0,98.0,144.0,8.0,243.0,127.0,163,11,288,106,134,4,249,117,135,2,253,107
합계,구미시,517.0,16.0,938.0,417.0,539.0,10.0,939.0,404.0,477,9,835,290,469,16,888,384,476,20,853,310
합계,영주시,61.0,1.0,92.0,63.0,66.0,3.0,92.0,64.0,77,1,121,74,61,0,90,47,72,2,102,47
합계,영천시,75.0,6.0,118.0,73.0,92.0,3.0,137.0,75.0,81,8,132,59,99,3,172,60,93,6,168,58
합계,문경시,45.0,2.0,63.0,38.0,44.0,2.0,59.0,24.0,47,4,67,32,56,1,68,30,55,2,90,41
합계,상주시,63.0,3.0,112.0,51.0,64.0,7.0,100.0,35.0,67,8,101,39,42,6,48,28,45,7,75,38
합계,군위군,15.0,1.0,28.0,20.0,28.0,2.0,48.0,23.0,23,0,30,12,27,4,41,18,19,1,26,11
합계,의성군,28.0,3.0,38.0,25.0,29.0,4.0,45.0,26.0,26,1,45,19,28,3,46,18,34,4,54,23
합계,청송군,19.0,1.0,32.0,15.0,14.0,2.0,22.0,8.0,13,2,18,12,20,0,50,23,15,4,25,20
합계,영양군,14.0,2.0,15.0,9.0,5.0,2.0,8.0,6.0,13,2,13,6,13,2,16,7,16,1,20,7
합계,영덕군,38.0,6.0,69.0,37.0,33.0,3.0,60.0,37.0,20,2,39,27,28,0,45,25,32,3,52,26
합계,청도군,25.0,1.0,35.0,18.0,48.0,3.0,68.0,36.0,43,5,55,36,23,2,34,25,33,2,51,27
합계,고령군,32.0,5.0,39.0,25.0,27.0,4.0,37.0,23.0,37,2,57,32,23,4,37,22,42,3,65,34
합계,성주군,41.0,4.0,61.0,36.0,42.0,5.0,58.0,37.0,55,2,80,53,56,3,75,38,55,3,84,45
합계,칠곡군,123.0,6.0,202.0,91.0,123.0,7.0,215.0,90.0,119,6,176,73,134,5,233,84,132,7,190,55
합계,예천군,17.0,1.0,29.0,21.0,21.0,1.0,36.0,27.0,31,7,34,29,31,8,33,25,26,5,35,26
합계,봉화군,17.0,0.0,30.0,23.0,10.0,1.0,17.0,12.0,31,2,45,20,24,0,41,25,21,4,25,12
합계,울진군,33.0,8.0,59.0,43.0,40.0,3.0,53.0,29.0,38,5,47,24,39,3,44,15,48,0,73,19
합계,울릉군,2.0,1.0,3.0,2.0,4.0,0.0,4.0,1.0,-,-,-,-,3,1,2,1,2,0,2,2
합계,경산시,204.0,6.0,373.0,180.0,248.0,11.0,450.0,214.0,269,9,452,169,224,17,420,154,240,11,401,145
합계,마산시,265.0,10.0,459.0,263.0,318.0,5.0,593.0,370.0,228,2,383,209,213,5,368,212,230,8,401,211
합계,진주시,112.0,8.0,177.0,97.0,144.0,12.0,250.0,153.0,140,7,261,160,121,5,210,117,119,6,202,104
합계,창원시,289.0,4.0,472.0,286.0,362.0,9.0,615.0,367.0,344,14,605,314,306,12,522,289,271,5,474,265
합계,진해시,75.0,1.0,131.0,81.0,95.0,2.0,162.0,103.0,73,4,121,71,77,4,133,55,81,1,141,76
