시도,시군구,2010_사고[건],2010_사망[명],2010_부상[명],2010_(중상자[명]),2011_사고[건],2011_사망[명],2011_부상[명],2011_(중상자[명]),2012_사고[건],2012_사망[명],2012_부상[명],2012_(중상자[명]),2013_사고[건],2013_사망[명],2013_부상[명],2013_(중상자[명]),2014_사고[건],2014_사망[명],2014_부상[명],2014_(중상자[명])
합계,의왕시,99,4,186,50,71,2,120,35,88,1,147,30,65,1,122,35,63,4,105,27
합계,하남시,71,1,126,50,82,2,163,44,108,6,195,65,77,2,158,41,71,1,124,33
합계,춘천시,286,10,503,112,269,6,497,96,266,8,479,86,207,4,363,45,151,0,254,31
합계,원주시,363,9,698,225,339,4,600,145,368,6,735,148,313,4,562,109,254,9,447,97
합계,동해시,58,1,102,22,46,3,81,11,51,1,85,24,48,5,94,20,34,3,53,17
합계,강릉시,175,5,314,55,174,3,313,60,160,10,304,42,143,8,275,53,130,2,248,40
합계,속초시,92,1,195,30,89,1,204,36,77,1,165,38,59,0,139,25,68,2,121,25
합계,태백시,21,3,35,12,29,6,50,13,18,2,29,3,12,0,20,7,18,1,48,12
합계,삼척시,19,0,25,5,27,0,35,7,48,2,74,15,39,5,55,15,40,2,65,19
합계,홍천군,50,0,90,22,42,2,72,21,39,5,73,21,39,2,61,16,39,0,65,14
합계,횡성군,29,1,64,29,33,0,63,16,28,3,44,18,24,0,36,9,22,0,48,16
합계,영월군,21,1,27,12,25,0,44,21,10,2,13,8,27,6,32,8,8,0,16,6
합계,평창군,34,1,72,36,38,1,65,30,24,1,44,15,21,1,41,11,34,0,76,23
합계,정선군,29,1,55,12,22,1,29,11,20,0,45,10,24,1,43,11,13,0,24,3
합계,철원군,34,1,56,32,30,0,62,24,30,2,44,22,32,2,52,21,28,1,44,13
합계,화천군,16,2,27,14,9,0,15,6,16,0,27,10,8,0,13,1,14,1,21,6
합계,양구군,7,0,8,4,16,1,19,6,17,0,28,12,7,1,8,2,13,1,16,3
합계,인제군,18,1,33,9,17,2,37,20,14,1,25,10,14,0,25,13,14,0,31,7
합계,고성군,29,2,46,14,30,4,48,12,19,0,31,9,26,1,50,9,10,0,23,6
합계,양양군,29,1,62,22,30,2,59,6,29,5,53,18,23,7,56,15,19,0,32,16
합계,청주시,432,8,817,169,499,3,944,236,542,4,1043,268,498,9,980,209,513,7,970,235
합계,충주시,112,3,182,84,191,3,331,152,147,2,239,93,150,7,266,93,137,1,228,85
합계,제천시,118,3,202,96,119,2,208,103,144,2,224,96,111,0,197,63,88,2,160,45
합계,청원군,110,3,200,61,129,4,209,69,140,4,263,78,127,4,239,60,50,0,77,29
합계,보은군,19,0,23,7,23,0,43,15,18,2,24,11,19,0,29,8,17,0,31,13
합계,옥천군,18,0,35,13,39,3,60,25,28,1,54,27,36,2,62,14,30,2,48,14
합계,영동군,23,2,30,15,29,1,33,10,29,1,41,21,20,2,30,12,25,1,35,17
합계,진천군,42,0,73,38,46,0,82,40,44,1,87,34,50,0,86,30,54,4,95,19
합계,괴산군,20,1,30,10,31,1,47,26,25,1,47,21,21,2,34,7,16,1,27,9
합계,음성군,62,0,108,58,109,1,173,94,82,4,129,42,84,2,161,54,77,1,110,37
합계,단양군,13,2,18,8,16,1,31,14,17,1,28,18,18,0,35,14,12,0,23,10
합계,증평군,17,0,29,5,29,0,41,8,17,0,29,4,28,1,58,19,16,0,31,8
합계,천안시,573,15,1067,229,552,20,1014,218,577,16,1052,202,425,10,780,152,442,14,747,151
합계,아산시,269,8,538,106,263,11,472,103,222,14,413,97,183,11,290,73,157,13,257,61
합계,보령시,74,1,137,42,95,10,151,48,94,6,176,69,104,6,181,64,88,6,165,66
합계,공주시,77,2,158,50,86,3,148,70,96,1,166,61,81,1,128,51,62,4,115,31
합계,서산시,132,7,236,115,141,8,260,120,161,14,280,126,128,12,231,82,131,6,212,79
합계,금산군,40,2,82,23,37,0,65,16,31,1,49,19,32,2,43,17,34,1,50,16
합계,태안군,81,4,136,82,44,6,74,48,56,5,82,47,64,6,131,69,62,9,89,42
합계,연기군,66,6,102,28,78,1,133,38,25,3,37,13,-,-,-,-,-,-,-,-
합계,논산시,92,4,165,65,76,4,137,54,97,2,158,45,95,4,142,42,76,4,125,43
합계,부여군,44,0,62,15,46,1,75,40,38,2,69,30,30,2,37,21,30,0,46,29
합계,서천군,32,6,51,20,35,2,53,23,45,1,78,33,41,4,54,13,40,3,55,13
합계,청양군,24,4,40,19,19,1,34,15,33,3,52,30,20,2,24,13,20,3,23,12
합계,홍성군,69,5,103,56,61,5,119,50,67,5,108,51,72,7,108,42,61,3,94,54
합계,예산군,72,4,114,59,77,3,156,59,77,3,138,45,69,5,113,28,79,0,118,31
합계,당진시,126,6,219,70,140,8,250,52,152,10,291,81,172,11,329,114,118,8,205,51
합계,계룡시,12,0,16,7,10,0,13,5,11,0,17,2,13,0,22,4,11,1,18,5
합계,전주시,456,13,862,153,425,4,821,139,477,9,903,163,379,8,751,108,335,8,656,96
합계,군산시,177,7,321,65,174,10,321,72,179,4,291,46,156,9,295,49,121,5,221,34
합계,정읍시,96,4,157,43,64,2,116,28,74,3,137,32,52,1,87,20,62,0,109,26
합계,남원시,39,2,63,16,26,2,50,17,37,3,64,22,39,2,51,19,41,3,69,21
합계,김제시,50,10,85,26,46,5,89,21,56,2,110,29,47,5,71,19,29,2,59,6
합계,완주군,68,6,136,39,60,5,89,19,51,5,92,19,54,4,110,26,47,1,78,15
합계,진안군,11,0,20,5,15,5,19,11,14,0,23,6,13,3,21,8,5,0,12,7
합계,무주군,11,2,14,5,14,2,25,8,6,0,15,5,9,0,16,7,7,0,9,3
합계,장수군,7,1,11,7,6,2,8,4,6,1,8,3,10,3,24,8,3,0,6,2
합계,임실군,6,0,6,3,3,1,2,2,7,2,11,3,7,1,11,3,10,1,13,7
합계,순창군,11,1,15,7,11,0,20,9,14,2,17,11,14,1,21,6,11,2,13,6
합계,고창군,23,4,34,10,18,3,31,14,31,2,59,30,21,5,31,12,15,0,23,9
합계,부안군,43,5,67,27,56,3,79,22,64,9,90,19,51,7,73,17,43,2,63,20
합계,익산시,179,7,321,50,165,7,289,47,177,5,310,48,151,8,292,60,153,4,299,63
합계,목포시,202,9,374,73,156,2,307,36,171,4,321,37,209,2,396,57,167,4,301,37
합계,여수시,186,8,310,60,186,6,338,52,230,5,472,79,208,3,367,42,178,12,313,43
합계,순천시,259,6,507,108,237,5,443,101,224,3,413,66,213,6,362,79,168,1,298,50
합계,나주시,106,4,170,26,90,3,169,22,70,0,127,27,82,2,143,16,61,4,121,18
합계,광양시,161,5,285,60,167,3,255,54,148,3,248,59,126,4,232,45,132,3,221,47
합계,담양군,29,0,52,9,24,1,35,7,26,1,38,12,38,1,64,17,32,1,51,8
합계,곡성군,12,1,13,4,13,1,23,6,12,0,16,5,18,1,29,5,10,0,15,9
합계,구례군,18,2,22,4,12,1,13,2,16,0,20,3,12,0,26,3,11,1,17,8
합계,고흥군,17,0,26,4,28,3,56,24,29,3,41,17,38,6,59,18,23,1,35,14
합계,보성군,25,2,34,12,23,1,37,14,16,1,22,3,25,1,39,9,34,5,48,15
합계,화순군,45,1,80,20,41,4,66,12,39,0,71,10,38,2,59,11,21,4,25,1
합계,장흥군,43,2,67,16,32,7,41,11,37,4,65,21,32,4,52,22,12,1,14,7
합계,강진군,40,3,57,20,23,2,37,14,27,1,43,12,22,5,40,13,24,3,32,15
합계,해남군,48,7,72,17,42,2,70,16,30,2,68,23,41,2,75,15,34,1,49,14
합계,영암군,72,0,134,57,65,1,112,31,70,6,117,28,65,6,122,44,71,4,125,28
합계,무안군,73,5,100,32,49,2,78,28,44,3,89,28,42,4,80,18,56,3,87,21
합계,함평군,14,0,19,7,19,2,28,10,18,0,31,12,17,0,25,7,21,2,29,7
합계,영광군,26,2,33,14,33,0,49,19,38,2,62,11,24,2,38,8,32,2,53,7
합계,장성군,21,3,34,9,37,3,62,15,32,5,58,15,21,0,32,7,19,0,37,6
합계,완도군,26,0,43,13,33,4,52,14,23,2,36,12,28,3,42,15,21,0,36,15
합계,진도군,26,0,40,15,28,5,38,20,20,3,33,14,17,2,27,13,16,1,27,7
합계,신안군,13,1,18,11,16,2,21,8,24,3,39,23,9,1,10,5,13,1,22,11
합계,포항시,340,7,575,185,328,4,576,149,355,10,647,158,311,5,526,132,253,6,452,110
합계,경주시,231,9,414,170,298,9,508,221,233,5,360,128,198,8,363,129,204,3,371,104
합계,김천시,110,6,209,78,107,5,171,40,86,5,139,45,69,4,111,25,78,3,121,39
합계,안동시,116,2,189,86,143,8,244,88,138,14,257,91,115,3,189,58,120,2,203,51
합계,구미시,481,12,879,324,459,13,815,267,440,8,812,264,356,12,635,206,351,6,590,177
합계,영주시,78,2,141,53,71,4,112,53,85,0,140,46,57,0,93,39,36,0,51,26
합계,영천시,77,3,115,37,95,3,161,44,105,4,158,38,60,6,102,31,41,1,56,21
합계,문경시,41,0,59,25,40,0,65,31,35,0,57,22,39,2,58,21,26,0,40,13
합계,상주시,42,4,75,45,22,2,41,22,33,6,50,25,45,4,65,40,33,2,55,28
합계,군위군,13,0,19,12,18,2,25,13,18,2,24,7,23,8,36,17,9,0,13,4
합계,의성군,17,2,20,14,29,0,46,31,19,2,36,19,7,1,10,6,40,0,54,27
합계,청송군,4,1,3,2,9,1,21,4,14,0,19,7,10,1,12,3,14,0,25,12
합계,영양군,18,8,17,10,8,0,10,6,8,0,12,1,20,0,39,15,6,1,10,4
합계,영덕군,26,0,51,16,36,2,58,28,29,2,50,22,25,1,53,17,33,6,47,20
합계,청도군,38,1,72,36,32,1,54,25,34,2,47,22,28,0,51,22,34,0,56,13
합계,고령군,19,2,37,18,35,6,51,18,26,1,35,13,22,1,44,16,22,2,38,14
합계,성주군,37,5,59,26,41,1,61,19,29,1,46,20,33,2,45,14,30,2,54,12
합계,칠곡군,132,4,195,63,117,1,208,62,130,5,211,43,107,3,155,48,92,7,162,45
합계,예천군,22,3,39,24,23,4,36,15,21,4,26,14,16,0,20,11,15,0,22,12
합계,봉화군,15,1,27,17,19,1,26,8,9,0,11,4,7,0,10,2,16,0,31,18
합계,울진군,46,3,73,24,48,4,67,20,44,6,51,18,38,5,86,39,38,0,61,22
합계,울릉군,2,0,3,1,2,0,2,2,2,1,6,2,1,0,1,1,4,0,4,3
합계,경산시,185,8,308,104,177,6,300,114,158,5,264,75,123,1,218,65,169,7,281,77
합계,마산시,95,4,151,92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
합계,진주시,110,4,170,105,92,1,147,97,129,14,207,112,142,2,247,122,103,12,197,92
합계,창원시,119,2,214,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
합계,진해시,44,4,75,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
합계,통영시,99,3,148,43,97,4,159,63,100,3,157,51,95,2,152,40,84,4,132,44
합계,김해시,226,10,395,201,244,9,415,189,251,10,425,207,214,15,356,154,196,7,321,160
합계,밀양시,45,2,73,44,58,3,100,54,44,11,73,38,47,1,74,28,45,5,68,17
합계,거제시,197,3,322,144,150,4,243,113,155,5,247,112,187,10,292,107,190,5,317,95
합계,의령군,9,0,16,11,13,2,16,7,10,3,10,2,15,2,20,11,20,3,23,7
합계,함안군,41,5,63,19,48,1,79,40,40,2,65,31,46,5,75,33,27,0,48,14
합계,창녕군,29,6,36,22,51,2,85,40,52,8,81,33,60,4,79,33,31,1,46,22
합계,양산시,133,8,228,97,127,4,227,76,137,10,215,61,106,6,169,61,106,3,178,69
합계,고성군,20,1,28,20,26,2,42,20,36,3,60,27,25,4,41,18,18,3,25,6
합계,사천시,59,0,99,35,50,2,90,29,61,4,101,34,57,4,83,23,66,3,120,33
합계,남해군,29,1,37,20,23,2,33,18,16,2,37,14,28,0,43,13,19,1,29,11
합계,하동군,15,2,30,15,21,2,28,17,18,0,29,11,21,2,32,15,15,0,26,12
합계,산청군,13,0,40,20,17,1,38,18,19,6,24,18,22,2,33,17,25,1,38,20
합계,함양군,11,1,13,9,20,0,36,14,17,3,21,8,17,1,22,10,19,0,34,12
합계,거창군,23,0,33,21,22,1,33,22,31,4,46,27,30,4,63,28,20,1,25,7
합계,합천군,20,4,38,17,8,0,11,8,10,0,17,8,14,1,17,11,12,0,19,9
합계,창원시(통합),253,8,472,226,419,17,710,284,466,18,774,266,443,16,716,224,435,10,735,199
합계,제주시,268,9,438,92,257,8,380,78,354,13,586,140,317,9,535,138,320,8,550,98
합계,서귀포시,81,6,118,37,93,6,155,46,104,3,163,45,99,5,136,41,95,3,130,41
서울,합계,3910,62,7159,1888,3700,49,6817,1654,3819,41,7033,1680,3550,39,6535,1513,3361,30,6039,1363
서울,종로구,93,2,176,49,75,1,148,32,89,1,176,36,86,2,136,35,74,0,138,32
서울,중구,76,0,140,38,74,1,139,33,84,1,159,29,68,0,122,33,64,2,98,30
서울,용산구,104,4,187,54,118,1,208,66,99,1,202,54,131,4,227,61,108,1,199,48
서울,성동구,85,3,146,54,99,1,187,50,100,1,179,46,94,0,160,38,121,1,245,52
서울,동대문구,135,2,226,66,130,0,235,57,143,2,265,68,119,1,195,42,122,3,210,56
서울,성북구,132,0,229,64,110,2,188,28,101,1,160,39,118,1,188,53,103,2,174,51
서울,도봉구,85,2,168,39,71,2,129,29,78,2,141,30,75,1,116,29,56,2,90,21
서울,은평구,119,0,228,56,105,1,196,55,109,2,182,30,86,0,132,29,79,1,142,39
서울,서대문구,92,5,167,43,92,1,149,43,94,1,163,39,67,0,149,32,84,0,120,35
서울,마포구,217,4,408,123,176,2,328,103,167,3,328,95,214,1,428,105,187,0,364,91
서울,강서구,158,1,263,70,164,1,311,88,161,1,283,67,158,1,284,54,150,1,279,50
서울,구로구,171,4,295,73,193,3,328,65,209,5,385,74,175,0,322,72,157,1,266,59
서울,영등포구,217,1,411,91,231,1,450,98,215,0,403,114,174,1,337,83,193,0,338,76
서울,동작구,95,2,160,36,117,1,188,68,124,0,212,49,111,1,187,39,72,0,118,30
서울,관악구,178,0,339,66,167,2,289,61,134,1,218,52,149,1,262,53,124,2,213,49
서울,강남구,463,9,881,243,478,5,933,206,522,4,970,249,468,5,910,200,426,0,766,155
서울,강동구,122,1,227,75,113,2,236,54,105,3,187,56,111,5,198,37,110,2,212,53
서울,송파구,267,1,511,149,251,3,451,104,284,2,504,109,249,2,452,117,241,4,436,96
서울,서초구,215,6,421,96,223,4,407,91,253,3,515,121,229,2,470,109,212,0,398,91
서울,양천구,129,0,240,65,106,4,187,48,118,1,234,68,119,2,242,61,128,0,247,59
서울,중랑구,163,3,281,69,115,1,204,39,114,1,223,48,114,1,195,41,106,1,186,50
서울,노원구,189,4,334,85,128,2,246,66,125,0,240,55,114,4,209,57,103,3,161,28
서울,광진구,161,4,274,79,160,4,280,57,167,3,305,67,138,2,255,60,150,1,291,45
서울,강북구,123,0,225,59,85,0,183,46,100,0,170,38,79,0,156,39,94,1,161,38
서울,금천구,121,4,222,46,119,4,217,67,124,2,229,47,104,2,203,34,97,2,187,29
부산,합계,1169,26,2060,761,1155,27,2042,690,1225,31,2172,704,1166,25,2045,631,996,22,1809,506
부산,중구,18,1,30,13,31,0,50,19,33,0,58,18,20,0,28,9,17,1,34,10
부산,서구,25,2,42,17,36,0,69,23,27,0,47,19,30,0,53,18,26,0,37,13
부산,동구,35,2,45,16,41,3,69,19,35,1,75,23,40,0,70,26,24,1,41,15
부산,영도구,17,0,30,9,7,0,17,7,14,0,26,11,25,0,33,7,14,0,26,5
부산,진구,130,2,242,79,101,2,186,71,128,1,229,82,113,3,199,70,122,2,202,35
부산,동래구,77,0,133,50,99,4,164,61,100,2,186,51,84,2,149,48,67,2,138,43
부산,남구,45,0,84,14,60,0,104,36,79,1,128,35,71,1,129,42,67,2,121,40
부산,북구,99,0,171,64,67,1,114,23,78,2,149,39,72,1,138,32,55,2,90,26
부산,해운대구,153,2,281,102,171,4,316,110,158,5,297,107,139,2,259,79,144,2,251,65
부산,사하구,128,2,214,71,92,1,155,43,107,0,184,46,96,0,160,37,83,2,168,48
부산,금정구,72,1,133,48,58,1,108,32,71,2,105,41,66,1,113,34,51,0,88,26
부산,강서구,66,3,110,53,69,5,108,37,77,6,127,39,81,3,120,53,61,4,114,38
부산,연제구,54,4,89,38,81,0,143,62,77,1,145,49,76,2,139,46,58,0,115,28
부산,수영구,53,0,114,46,73,0,131,41,79,0,134,54,79,1,137,42,60,0,112,40
부산,사상구,122,3,198,83,106,3,194,64,99,7,183,52,110,3,217,63,63,0,120,26
부산,기장군,75,4,144,58,63,3,114,42,63,3,99,38,64,6,101,25,84,4,152,48
대구,합계,1510,35,2616,741,1417,19,2507,632,1395,33,2432,611,1281,15,2265,530,1219,26,2177,465
대구,중구,75,0,129,41,88,1,161,34,91,0,181,56,89,0,151,31,85,0,156,33
대구,동구,180,3,301,76,165,1,295,74,168,5,290,72,160,3,273,71,141,4,253,52
대구,서구,137,3,219,57,134,7,234,51,127,5,199,48,120,0,208,45,125,1,231,51
대구,남구,108,2,189,53,98,1,170,51,80,3,122,30,99,0,174,32,84,2,166,41
대구,북구,270,7,489,124,270,3,469,109,259,5,459,87,228,2,398,99,197,7,323,58
대구,수성구,279,8,469,149,226,1,409,131,240,10,432,144,197,3,364,97,183,4,344,85
대구,달서구,385,7,693,186,346,1,623,138,338,1,587,139,314,2,572,112,311,2,572,99
대구,달성군,76,5,127,55,90,4,146,44,92,4,162,35,74,5,125,43,93,6,132,46
인천,합계,1439,21,2703,816,1562,15,2923,759,1499,38,2811,706,1331,19,2522,629,1180,11,2289,494
인천,중구,75,2,141,48,94,1,173,52,86,10,135,35,82,1,155,50,68,1,139,37
인천,동구,17,0,31,10,26,0,45,5,27,0,52,16,27,0,54,13,18,0,43,10
인천,미추홀구,268,0,550,153,270,3,506,100,238,3,453,79,205,2,404,69,166,1,335,60
인천,부평구,254,1,491,140,258,1,469,138,263,5,505,135,189,1,351,86,197,1,372,82
인천,남동구,292,5,538,155,311,3,584,137,326,8,621,168,267,2,516,138,244,2,458,93
인천,서구,216,2,384,113,241,4,460,124,242,3,465,116,249,8,488,112,203,3,361,75
인천,연수구,126,3,234,89,142,2,304,89,127,1,258,64,146,1,266,63,124,0,261,48
인천,계양구,145,1,242,73,161,0,280,78,145,2,245,73,106,0,189,55,126,1,262,65
인천,강화군,33,6,62,26,40,0,72,25,27,3,47,13,38,2,56,35,25,2,42,20
인천,옹진군,13,1,30,9,19,1,30,11,18,3,30,7,22,2,43,8,9,0,16,4
광주,합계,1167,15,2195,240,1104,13,2068,195,1207,16,2316,214,1058,20,2079,226,913,10,1796,162
광주,동구,67,0,134,13,72,0,135,18,86,1,157,22,75,1,138,17,55,1,99,6
광주,서구,333,3,618,55,314,0,614,57,322,5,616,57,276,3,557,55,223,0,468,32
광주,북구,350,5,638,67,308,2,572,54,341,3,670,60,290,8,575,57,272,2,538,55
광주,광산구,286,5,560,68,292,10,514,50,339,5,654,61,312,7,594,71,281,5,533,48
광주,남구,131,2,245,37,118,1,233,16,119,2,219,14,105,1,215,26,82,2,158,21
대전,합계,792,17,1485,302,849,16,1663,333,930,10,1768,321,931,14,1680,305,751,14,1369,286
대전,동구,134,4,241,39,132,2,249,46,147,2,266,36,161,2,304,56,102,1,218,33
대전,중구,159,2,305,57,185,3,397,71,170,3,331,48,133,2,238,43,126,1,216,39
대전,서구,239,3,471,84,260,5,533,110,327,1,672,126,336,5,608,101,268,3,485,118
대전,유성구,144,4,254,73,164,4,301,78,158,3,284,63,172,1,310,56,166,4,303,62
대전,대덕구,116,4,214,49,108,2,183,28,128,1,215,48,129,4,220,49,89,5,147,34
울산,합계,744,14,1241,488,839,22,1398,463,900,21,1556,479,871,29,1444,439,874,21,1489,378
울산,중구,135,3,226,81,128,2,197,55,138,2,258,64,132,7,213,67,142,2,243,57
울산,남구,277,2,462,177,298,5,527,183,301,4,530,181,310,2,545,154,312,5,552,124
울산,동구,83,0,132,51,97,4,157,48,115,4,178,60,117,11,160,50,100,4,166,42
울산,북구,117,4,211,79,145,5,250,84,160,5,294,83,140,3,270,84,134,4,237,58
울산,울주군,132,5,210,100,171,6,267,93,186,6,296,91,172,6,256,84,186,6,291,97
세종,합계,-,-,-,-,-,-,-,-,50,2,70,26,78,6,134,46,81,7,138,48
세종,세종시,-,-,-,-,-,-,-,-,50,2,70,26,78,6,134,46,81,7,138,48
경기,합계,7163,166,13102,3782,7119,175,13092,3440,7180,161,13159,3245,6543,125,12012,3016,5765,135,10436,2443
경기,수원시,603,2,1141,251,646,6,1190,273,724,5,1364,253,646,4,1215,264,586,12,1063,200
경기,성남시,421,8,792,258,450,12,817,271,498,6,890,277,391,6,745,215,375,8,684,225
경기,의정부시,219,5,388,72,195,4,376,68,184,5,333,63,193,7,361,60,165,1,317,45
경기,안양시,289,2,518,124,288,5,520,108,287,3,519,87,276,2,546,124,214,6,392,94
경기,부천시,420,3,783,211,411,2,805,212,358,6,690,170,350,1,651,148,281,5,518,127
경기,안산시,473,5,901,237,530,15,1004,273,563,15,1068,236,466,2,888,188,458,5,872,167
경기,평택시,336,22,566,175,320,15,600,175,325,6,639,141,309,7,579,159,260,7,476,82
경기,광명시,99,2,163,33,103,1,178,37,108,0,207,39,90,0,175,46,87,0,170,35
경기,구리시,111,3,195,54,101,3,167,40,106,5,208,33,110,0,199,37,81,0,161,27
경기,양주시,127,3,221,63,128,9,221,47,124,2,213,55,116,6,196,52,102,1,187,33
경기,여주시,74,2,115,48,63,7,108,39,73,5,132,58,77,8,152,44,69,3,110,36
경기,화성시,361,11,643,208,415,5,778,191,376,14,674,158,365,11,676,174,289,9,511,125
